,Tweet,sentimen,clean_link,hapus_punc,substitute_slang,stemming,eliminate_stop_with_stemming,eliminate_stop_without_stemming
920,rt @rajasundawiwaha: mui lembaga umat islam yg diakui pemerintah dn solusi hk mrpkn way out dr mslh pidato ahok dn bareskrim hrs periksa ah\u2026,1, mui lembaga umat islam yg diakui pemerintah dn solusi hk mrpkn way out dr mslh pidato ahok dn bareskrim hrs periksa ah\u2026, mui lembaga umat islam yg diakui pemerintah dn solusi hk mrpkn way out dr mslh pidato ahok dn bareskrim hrs periksa ahu,mui lembaga umat islam yang diakui pemerintah dan solusi hk mrpkn way out dari masalah pidato ahok dan bareskrim harus periksa ahu,mui lembaga umat islam yang aku perintah dan solusi hk mrpkn way out dari masalah pidato ahok dan bareskrim harus periksa ahu,mui lembaga umat islam perintah solusi hk mrpkn way out pidato ahok bareskrim periksa ahu,mui lembaga umat islam diakui pemerintah solusi hk mrpkn way out pidato ahok bareskrim periksa ahu
921,mas agus kalo tegang nyruput kopi dulu mas biar makin membaraa yy\ud83d\ude03\u2615 #ahymatanajwa,1,mas agus kalo tegang nyruput kopi dulu mas biar makin membaraa yy\ud83d\ude03\u2615 #ahymatanajwa,mas agus kalo tegang nyruput kopi dulu mas biar makin membaraa yyuddudeu ahymatanajwa,mas agus kalo tegang nyruput kopi dulu mas biar makin membaraa yyuddudeu ahymatanajwa,mas agus kalo tegang nyruput kopi dulu mas biar makin membaraa yyuddudeu ahymatanajwa,mas agus kalo tegang nyruput kopi mas biar membaraa yyuddudeu ahymatanajwa,mas agus kalo tegang nyruput kopi mas biar membaraa yyuddudeu ahymatanajwa
922,ahok mohon maaf pertikai al quran ketika berkempen: bahagian siasatan jenayah polis menerima laporan daripada... https:\/\/t.co\/ysqrtbxvlq,1,ahok mohon maaf pertikai al quran ketika berkempen: bahagian siasatan jenayah polis menerima laporan daripada... ,ahok mohon maaf pertikai al quran ketika berkempen bahagian siasatan jenayah polis menerima laporan daripada ,ahok mohon maaf pertikai al quran ketika berkempen bahagian siasatan jenayah polis menerima laporan daripada,ahok mohon maaf tikai al quran ketika berkempen bahagian siasat jenayah polis terima lapor daripada,ahok mohon maaf tikai al quran berkempen bahagian siasat jenayah polis terima lapor,ahok mohon maaf pertikai al quran berkempen bahagian siasatan jenayah polis menerima laporan
923,"pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/pkrza0yisl #debat2pilkadadki https:\/\/t.co\/oblhd64bbz",0,"pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!...  #debat2pilkadadki ",pilkada dki jakarta harap tidak pilih nomor  bahaya laten komunis  debatpilkadadki ,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis debatpilkadadki,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis debatpilkadadki,pilkada dki jakarta harap pilih nomor bahaya laten komunis debatpilkadadki,pilkada dki jakarta harap pilih nomor bahaya laten komunis debatpilkadadki
924,#debat2pilkadadki pelajari data dulu baru serang lawan,0,#debat2pilkadadki pelajari data dulu baru serang lawan,debatpilkadadki pelajari data dulu baru serang lawan,debatpilkadadki pelajari data dulu baru serang lawan,debatpilkadadki ajar data dulu baru serang lawan,debatpilkadadki ajar data serang lawan,debatpilkadadki pelajari data serang lawan
925,saat anies bicara soal pendidikan pada #debat2pilkadadki yang terjadi justru semakin menguatkan alasan jokowi memberhentikannya dari menteri,0,saat anies bicara soal pendidikan pada #debat2pilkadadki yang terjadi justru semakin menguatkan alasan jokowi memberhentikannya dari menteri,saat anies bicara soal pendidikan pada debatpilkadadki yang terjadi justru semakin menguatkan alasan jokowi memberhentikannya dari menteri,saat anies bicara soal pendidikan pada debatpilkadadki yang terjadi justru semakin menguatkan alasan jokowi memberhentikannya dari menteri,saat anies bicara soal didik pada debatpilkadadki yang jadi justru makin kuat alas jokowi henti dari menteri,anies bicara didik debatpilkadadki kuat alas jokowi henti menteri,anies bicara pendidikan debatpilkadadki menguatkan alasan jokowi memberhentikannya menteri
926,jangan sampai reklamasi untuk top of the top yg eksklusif cikal bakal benteng voc jilid 2 #jasmerah\n#debat2pilkadadki\n#muslimban,0,jangan sampai reklamasi untuk top of the top yg eksklusif cikal bakal benteng voc jilid 2 #jasmerah\n#debat2pilkadadki\n#muslimban,jangan sampai reklamasi untuk top of the top yg eksklusif cikal bakal benteng voc jilid  jasmerahndebatpilkadadkinmuslimban,jangan sampai reklamasi untuk top of the top yang eksklusif cikal bakal benteng voc jilid jasmerahndebatpilkadadkinmuslimban,jangan sampai reklamasi untuk top of the top yang eksklusif cikal bakal benteng voc jilid jasmerahndebatpilkadadkinmuslimban,reklamasi top of the top eksklusif cikal benteng voc jilid jasmerahndebatpilkadadkinmuslimban,reklamasi top of the top eksklusif cikal benteng voc jilid jasmerahndebatpilkadadkinmuslimban
927,"rt @kasatkusut: lebih ke penasaran sih sama apa target agus yudhoyono, sampe rela berhenti dari militer.",1," lebih ke penasaran sih sama apa target agus yudhoyono, sampe rela berhenti dari militer.", lebih ke penasaran sih sama apa target agus yudhoyono sampe rela berhenti dari militer,lebih ke penasaran sih sama apa target agus yudhoyono sampai rela berhenti dari militer,lebih ke penasaran sih sama apa target agus yudhoyono sampai rela henti dari militer,penasaran sih target agus yudhoyono rela henti militer,penasaran sih target agus yudhoyono rela berhenti militer
928,rt @pandji: ini artikel yg menjelaskan ternyata di #debat2pilkadadki yg dapet respon positif di socmed adalah #aniessandiokoce https:\/\/t.co\u2026,1, ini artikel yg menjelaskan ternyata di #debat2pilkadadki yg dapet respon positif di socmed adalah #aniessandiokoce , ini artikel yg menjelaskan ternyata di debatpilkadadki yg dapet respon positif di socmed adalah aniessandiokoce ,ini artikel yang menjelaskan ternyata di debatpilkadadki yang dapat respon positif di socmed adalah aniessandiokoce,ini artikel yang jelas nyata di debatpilkadadki yang dapat respon positif di socmed adalah aniessandiokoce,artikel nyata debatpilkadadki respon positif socmed aniessandiokoce,artikel debatpilkadadki respon positif socmed aniessandiokoce
929,rt @pandji: urutan pertama best moment #debat2pilkadadki : pak basuki misahin bu sylvie &amp,1, urutan pertama best moment #debat2pilkadadki : pak basuki misahin bu sylvie &amp, urutan pertama best moment debatpilkadadki  pak basuki misahin bu sylvie amp,urutan pertama best moment debatpilkadadki pak basuki misahin bu sylvie amp,urut pertama best moment debatpilkadadki pak basuki misahin bu sylvie amp,urut best moment debatpilkadadki basuki misahin bu sylvie amp,urutan best moment debatpilkadadki basuki misahin bu sylvie amp
930,rt @pandji: ini artikel yg menjelaskan ternyata di #debat2pilkadadki yg dapet respon positif di socmed adalah #aniessandiokoce https:\/\/t.co\u2026,1, ini artikel yg menjelaskan ternyata di #debat2pilkadadki yg dapet respon positif di socmed adalah #aniessandiokoce , ini artikel yg menjelaskan ternyata di debatpilkadadki yg dapet respon positif di socmed adalah aniessandiokoce ,ini artikel yang menjelaskan ternyata di debatpilkadadki yang dapat respon positif di socmed adalah aniessandiokoce,ini artikel yang jelas nyata di debatpilkadadki yang dapat respon positif di socmed adalah aniessandiokoce,artikel nyata debatpilkadadki respon positif socmed aniessandiokoce,artikel debatpilkadadki respon positif socmed aniessandiokoce
931,rada kasian sih sama bu sylvi setelah insiden overtime &amp,0,rada kasian sih sama bu sylvi setelah insiden overtime &amp,rada kasian sih sama bu sylvi setelah insiden overtime amp,rada kasihan sih sama bu sylvi setelah insiden overtime amp,rada kasihan sih sama bu sylvi telah insiden overtime amp,rada kasihan sih bu sylvi insiden overtime amp,rada kasihan sih bu sylvi insiden overtime amp
932,rt @___agree: meme terbaik awal tahun ini :))) pecah!!! goks @basuki_btp #debat2pilkadadki #ahokdjarot https:\/\/t.co\/mbq6jiww75,1, meme terbaik awal tahun ini :))) pecah!!! goks  #debat2pilkadadki #ahokdjarot , meme terbaik awal tahun ini  pecah goks  debatpilkadadki ahokdjarot ,meme terbaik awal tahun ini pecah goks debatpilkadadki ahokdjarot,meme baik awal tahun ini pecah goks debatpilkadadki ahokdjarot,meme pecah goks debatpilkadadki ahokdjarot,meme terbaik pecah goks debatpilkadadki ahokdjarot
933,"apapun pertanyaanya jawabnya tetap \""yg penting kreatif n goodwill\""\n\n(yg tdk setuju silahkan keluar dari habitat masing2)\n\n#debat2pilkadadki",1,"apapun pertanyaanya jawabnya tetap \""yg penting kreatif n goodwill\""\n\n(yg tdk setuju silahkan keluar dari habitat masing2)\n\n#debat2pilkadadki",apapun pertanyaanya jawabnya tetap yg penting kreatif n goodwillnnyg tdk setuju silahkan keluar dari habitat masingnndebatpilkadadki,apapun pertanyaanya jawabnya tetap yang penting kreatif n goodwillnnyg tidak setuju silakan keluar dari habitat masingnndebatpilkadadki,apa pertanyaanya jawab tetap yang penting kreatif n goodwillnnyg tidak tuju sila keluar dari habitat masingnndebatpilkadadki,pertanyaanya kreatif n goodwillnnyg tuju sila habitat masingnndebatpilkadadki,apapun pertanyaanya kreatif n goodwillnnyg setuju silakan habitat masingnndebatpilkadadki
934,"dalam #debat2pilkadadki paslon 3 terlalu sibuk mencitrakan petahana gagal dalam memimpin jakarta, dan kesibukan ini menjadi bumerang.",0,"dalam #debat2pilkadadki paslon 3 terlalu sibuk mencitrakan petahana gagal dalam memimpin jakarta, dan kesibukan ini menjadi bumerang.",dalam debatpilkadadki paslon  terlalu sibuk mencitrakan petahana gagal dalam memimpin jakarta dan kesibukan ini menjadi bumerang,dalam debatpilkadadki paslon terlalu sibuk mencitrakan petahana gagal dalam memimpin jakarta dan kesibukan ini menjadi bumerang,dalam debatpilkadadki paslon terlalu sibuk citra tahana gagal dalam pimpin jakarta dan sibuk ini jadi bumerang,debatpilkadadki paslon sibuk citra tahana gagal pimpin jakarta sibuk bumerang,debatpilkadadki paslon sibuk mencitrakan petahana gagal memimpin jakarta kesibukan bumerang
935,"dalam #debat2pilkadadki paslon 3 terlalu sibuk mencitrakan petahana gagal dalam memimpin jakarta, dan kesibukan ini menjadi bumerang.",0,"dalam #debat2pilkadadki paslon 3 terlalu sibuk mencitrakan petahana gagal dalam memimpin jakarta, dan kesibukan ini menjadi bumerang.",dalam debatpilkadadki paslon  terlalu sibuk mencitrakan petahana gagal dalam memimpin jakarta dan kesibukan ini menjadi bumerang,dalam debatpilkadadki paslon terlalu sibuk mencitrakan petahana gagal dalam memimpin jakarta dan kesibukan ini menjadi bumerang,dalam debatpilkadadki paslon terlalu sibuk citra tahana gagal dalam pimpin jakarta dan sibuk ini jadi bumerang,debatpilkadadki paslon sibuk citra tahana gagal pimpin jakarta sibuk bumerang,debatpilkadadki paslon sibuk mencitrakan petahana gagal memimpin jakarta kesibukan bumerang
936,paslon 1 harusnya lebih baik penampilannya namun rusak gara-gara monolog mpok sylvi yang berlebihan &amp,0,paslon 1 harusnya lebih baik penampilannya namun rusak gara-gara monolog mpok sylvi yang berlebihan &amp,paslon  harusnya lebih baik penampilannya namun rusak garagara monolog mpok sylvi yang berlebihan amp,paslon harusnya lebih baik penampilannya namun rusak garagara monolog mpok sylvi yang berlebihan amp,paslon harus lebih baik tampil namun rusak garagara monolog mpok sylvi yang lebih amp,paslon tampil rusak garagara monolog mpok sylvi amp,paslon penampilannya rusak garagara monolog mpok sylvi amp
937,dan mas agus ikut dlm konstetasi politik karena dicalonkan oleh beberapa partai dan benar2 tidak pernah diduga sebelumnya #ahymatanajwa,1,dan mas agus ikut dlm konstetasi politik karena dicalonkan oleh beberapa partai dan benar2 tidak pernah diduga sebelumnya #ahymatanajwa,dan mas agus ikut dlm konstetasi politik karena dicalonkan oleh beberapa partai dan benar tidak pernah diduga sebelumnya ahymatanajwa,dan mas agus ikut dalam konstetasi politik karena dicalonkan oleh beberapa partai dan benar tidak pernah diduga sebelumnya ahymatanajwa,dan mas agus ikut dalam konstetasi politik karena calon oleh beberapa partai dan benar tidak pernah duga belum ahymatanajwa,mas agus konstetasi politik calon partai duga ahymatanajwa,mas agus konstetasi politik dicalonkan partai diduga ahymatanajwa
938,rt @putrirochaena: kapolri minta masyarakat lihat video pidato ahok secara utuh https:\/\/t.co\/gd8iipxqh7 lewat @tribunnews,1, kapolri minta masyarakat lihat video pidato ahok secara utuh  lewat , kapolri minta masyarakat lihat video pidato ahok secara utuh  lewat ,kapolri meminta masyarakat lihat video pidato ahok secara utuh lewat,kapolri minta masyarakat lihat video pidato ahok cara utuh lewat,kapolri masyarakat lihat video pidato ahok utuh,kapolri masyarakat lihat video pidato ahok utuh
939,"rt @vivacoid: beda dengan megawati, rachmawati dukung anies-sandi https:\/\/t.co\/gkyd76swbu",1," beda dengan megawati, rachmawati dukung anies-sandi ", beda dengan megawati rachmawati dukung aniessandi ,beda dengan megawati rachmawati dukung aniessandi,beda dengan megawati rachmawati dukung aniessandi,beda megawati rachmawati dukung aniessandi,beda megawati rachmawati dukung aniessandi
940,rt @iqbalfatoni66: #debat2pilkadadki kata @aniesbaswedan: sunda kelapa kok gk ada kelapanya.!  kampung rambutan isinya mikrolet \ud83d\ude04\ud83d\ude04wkwkwkwk,0, #debat2pilkadadki kata  sunda kelapa kok gk ada kelapanya.!  kampung rambutan isinya mikrolet \ud83d\ude04\ud83d\ude04wkwkwkwk, debatpilkadadki kata  sunda kelapa kok gk ada kelapanya  kampung rambutan isinya mikrolet uddudeuddudewkwkwkwk,debatpilkadadki kata sunda kelapa kok tidak ada kelapanya kampung rambutan isinya mikrolet uddudeuddudewkwkwkwk,debatpilkadadki kata sunda kelapa kok tidak ada kelapa kampung rambutan isi mikrolet uddudeuddudewkwkwkwk,debatpilkadadki sunda kelapa kelapa kampung rambutan isi mikrolet uddudeuddudewkwkwkwk,debatpilkadadki sunda kelapa kelapanya kampung rambutan isinya mikrolet uddudeuddudewkwkwkwk
941,rt @pelindungjkt2: wakakakakkkk. anjir... asli.. gak tahan ngakak.. @sindir #debat2pilkadadki https:\/\/t.co\/uq43gi9csz,0, wakakakakkkk. anjir... asli.. gak tahan ngakak..  #debat2pilkadadki , wakakakakkkk anjir asli gak tahan ngakak  debatpilkadadki ,wakakakakk anjir asli tidak tahan mengakak debatpilkadadki,wakakakakk anjir asli tidak tahan akak debatpilkadadki,wakakakakk anjir asli tahan akak debatpilkadadki,wakakakakk anjir asli tahan mengakak debatpilkadadki
942,pdip sengaja becah belah rakyat warga dki tidak pilih ahok!! bangkru... https:\/\/t.co\/tpaa428izb #debat2pilkadadki https:\/\/t.co\/iro9qntmcn,0,pdip sengaja becah belah rakyat warga dki tidak pilih ahok!! bangkru...  #debat2pilkadadki ,pdip sengaja becah belah rakyat warga dki tidak pilih ahok bangkru  debatpilkadadki ,pdip sengaja becah belah rakyat warga dki tidak pilih ahok bangkru debatpilkadadki,pdip sengaja becah belah rakyat warga dki tidak pilih ahok bangkru debatpilkadadki,pdip sengaja becah belah rakyat warga dki pilih ahok bangkru debatpilkadadki,pdip sengaja becah belah rakyat warga dki pilih ahok bangkru debatpilkadadki
943,"rt @asep_edwan_dvs: \""@su_bedjo: #debat2pilkadadki pak anies nyerang paslon 2 pakek data, tapi ternyata datanya hoax \ufffd\ufffd\u270c https:\/\/t.co\/pvmhf8\u2026",0," \"" #debat2pilkadadki pak anies nyerang paslon 2 pakek data, tapi ternyata datanya hoax \ufffd\ufffd\u270c ",  debatpilkadadki pak anies nyerang paslon  pakek data tapi ternyata datanya hoax ufffdufffduc ,debatpilkadadki pak anies menyerang paslon pakai data tapi ternyata datanya hoax uffduffduc,debatpilkadadki pak anies serang paslon pakai data tapi nyata data hoax uffduffduc,debatpilkadadki anies serang paslon pakai data nyata data hoax uffduffduc,debatpilkadadki anies menyerang paslon pakai data datanya hoax uffduffduc
944,"org2 mungkin blm tau, klo sbnrnya para pemimpin koalisi yg mengusung agus, krn terinspirasi nnton descendant of sun.",1,"org2 mungkin blm tau, klo sbnrnya para pemimpin koalisi yg mengusung agus, krn terinspirasi nnton descendant of sun.",org mungkin blm tau klo sbnrnya para pemimpin koalisi yg mengusung agus krn terinspirasi nnton descendant of sun,orang mungkin belum tahu kalau sbnrnya para pemimpin koalisi yang mengusung agus karena terinspirasi menonton descendant of sun,orang mungkin belum tahu kalau sbnrnya para pimpin koalisi yang usung agus karena inspirasi tonton descendant of sun,orang sbnrnya pimpin koalisi usung agus inspirasi tonton descendant of sun,orang sbnrnya pemimpin koalisi mengusung agus terinspirasi menonton descendant of sun
945,rt @republikaonline: ketua mui minta ahok perjelas permintaan maafnya https:\/\/t.co\/lcdv295thh,1, ketua mui minta ahok perjelas permintaan maafnya , ketua mui minta ahok perjelas permintaan maafnya ,ketua mui meminta ahok perjelas permintaan maafnya,ketua mui minta ahok jelas minta maaf,ketua mui ahok maaf,ketua mui ahok perjelas permintaan maafnya
946,rt @republikaonline: ketua mui minta ahok perjelas permintaan maafnya https:\/\/t.co\/lcdv295thh,1, ketua mui minta ahok perjelas permintaan maafnya , ketua mui minta ahok perjelas permintaan maafnya ,ketua mui meminta ahok perjelas permintaan maafnya,ketua mui minta ahok jelas minta maaf,ketua mui ahok maaf,ketua mui ahok perjelas permintaan maafnya
